property_id,property_name,area,project,bedrooms,size_sqft,current_price_aed,dld_rental_area,unit_status,calc_version_rent,calc_version_yield,selected_rental_tier,comparable_count,projects_in_pool,annual_rent_estimate_aed,annual_rent_p25_aed,annual_rent_p75_aed,evidence_quality,investor_label,warnings,gross_rental_yield_pct,gross_yield_p25_pct,gross_yield_p75_pct
1746,Binghatti Nova,Jumeirah village circle,Binghatti Nova,1,635.0,950000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,55,1,62400.0,57600.0,69120.0,STRONGER,Estimated Project Rent,,6.57,6.06,7.28
2185,Azizi Amber,Al Furjan,Azizi Amber,2,992.0,1450000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,86400.0,76800.0,91200.0,STRONGER,Estimated Project Rent,,5.96,5.3,6.29
2859,Oxford Terraces 2,Jumeirah village circle,Oxford Terraces 2,0,482.0,880000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,10,1,63360.0,49920.0,69120.0,STRONGER,Estimated Project Rent,,7.2,5.67,7.85
3453,Samana Hills,Arjan,Samana Hills,0,360.0,600000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,45,1,45120.0,38400.0,48000.0,STRONGER,Estimated Project Rent,,7.52,6.4,8.0
1848,Binghatti Twilight,Al Jadaf Waterfront,Binghatti Twilight,1,807.0,1340000.0,Al Jadaf,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2013,24,67200.0,58777.0,72758.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.01,4.39,5.43
7299,The Residence by Prestige One,Jumeirah village circle,The Residence by Prestige One,1,790.0,1099000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,5,1,69120.0,69120.0,69120.0,STRONGER,Estimated Project Rent,,6.29,6.29,6.29
2435,Royal Yacht Club Residence,Dubai Islands,Royal Yacht Club Residence,1,720.0,2300000.0,Palm Deira,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
4695,Oxford Terraces 2,Jumeirah village circle,Oxford Terraces 2,1,796.0,1250000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,86400.0,81600.0,86400.0,STRONGER,Estimated Project Rent,,6.91,6.53,6.91
2785,Vincitore Volare,Arjan,Vincitore Volare,2,1430.0,1700000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1642,45,86400.0,72960.0,105600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.08,4.29,6.21
802,Azizi Amber,Al Furjan,Azizi Amber,3,1261.0,2057000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,16,1,86400.0,81600.0,96000.0,STRONGER,Estimated Project Rent,,4.2,3.97,4.67
6436,Jumeirah Asora Bay,La Mer,Jumeirah Asora Bay,4,6328.0,65000000.0,Jumeirah First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
7246,Azizi Lina,Jebel Ali,Azizi Lina,3,1758.0,2208000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1149,36,78720.0,70560.0,96000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.57,3.2,4.35
2166,The Cove,Dubai Creek Harbour,The Cove,1,745.0,2300000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,18,1,105600.0,80640.0,115200.0,STRONGER,Estimated Project Rent,,4.59,3.51,5.01
4286,Binghatti Galaxy,Jumeirah village circle,Binghatti Galaxy,0,670.0,924374.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,50880.0,49920.0,62400.0,STRONGER,Estimated Project Rent,,5.5,5.4,6.75
7412,Serenity Lakes 5,Jumeirah village circle,Serenity Lakes 5,2,993.0,1300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4315,208,69120.0,58976.0,76800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.32,4.54,5.91
5104,Binghatti Tulip,Jumeirah village circle,Binghatti Tulip,2,1221.0,1670000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,8,1,105600.0,100800.0,124800.0,STRONGER,Estimated Project Rent,,6.32,6.04,7.47
5793,AG Tower,Business Bay,AG Tower,2,1465.0,2238000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,27,1,96000.0,83520.0,107040.0,STRONGER,Estimated Project Rent,,4.29,3.73,4.78
1298,Creek Rise Tower 1,Dubai Creek Harbour,Creek Rise Tower 1,4,2987.0,9800000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,109,23,278400.0,192000.0,326400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.84,1.96,3.33
5983,Raffles The Palm Dubai,Palm Jumeirah,Raffles The Palm Dubai,3,3337.0,25750000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,142,14,312000.0,242880.0,463291.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,1.21,0.94,1.8
4432,Binghatti Rose,Jumeirah village circle,Binghatti Rose,2,939.0,1175000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,20,1,81600.0,76800.0,84480.0,STRONGER,Estimated Project Rent,,6.94,6.54,7.19
4762,Ashton Park Residences,Jumeirah village circle,Ashton Park Residences,1,933.0,1300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,5,1,72000.0,72000.0,76800.0,STRONGER,Estimated Project Rent,,5.54,5.54,5.91
2266,Me Do Re,Jumeirah Lake Towers,Me Do Re,0,620.0,1300000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,73652.0,69120.0,86400.0,STRONGER,Estimated Project Rent,,5.67,5.32,6.65
3600,Bayshore at Creek Beach,Dubai Creek Harbour,Bayshore at Creek Beach,2,985.0,2500000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4384,31,117600.0,105600.0,134400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.7,4.22,5.38
4140,Binghatti Gardenia,Jumeirah village circle,Binghatti Gardenia,0,324.0,670000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,45120.0,43200.0,49920.0,STRONGER,Estimated Project Rent,,6.73,6.45,7.45
1175,Me Do Re,Jumeirah Lake Towers,Me Do Re,1,1095.0,2200000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,23,1,120000.0,115200.0,134400.0,STRONGER,Estimated Project Rent,,5.45,5.24,6.11
556,Mosela Waterside Residences,The Greens,Mosela Waterside Residences,2,1439.0,2620000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1616,45,86400.0,73920.0,105600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.3,2.82,4.03
5593,Me Do Re,Jumeirah Lake Towers,Me Do Re,2,1387.0,3500000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,23,1,163200.0,144000.0,182400.0,STRONGER,Estimated Project Rent,,4.66,4.11,5.21
5513,Canal Residence West,Dubai Sports City,Canal Residence West,2,1380.0,1400000.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,920,49,76800.0,67200.0,86400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.49,4.8,6.17
2816,Gardenia Residency,Jumeirah village circle,Gardenia Residency,0,328.0,750000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,35,11,43200.0,36622.0,48000.0,STRONG,Estimated Area Rent (Bedroom Match),,5.76,4.88,6.4
152,Marina Star,Dubai Marina,Marina Star,0,505.0,1943600.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,76800.0,76800.0,91200.0,STRONGER,Estimated Project Rent,,3.95,3.95,4.69
1641,Ashton Park Residences,Jumeirah village circle,Ashton Park Residences,0,402.0,800000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,45120.0,43200.0,52800.0,STRONGER,Estimated Project Rent,,5.64,5.4,6.6
408,Binghatti Crescent,Jumeirah village circle,Binghatti Crescent,1,728.0,1200000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,31,1,72000.0,62400.0,76800.0,STRONGER,Estimated Project Rent,,6.0,5.2,6.4
6627,Royal Bay,Palm Jumeirah,Royal Bay,2,1494.0,3550000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,154289.0,144000.0,172800.0,STRONGER,Estimated Project Rent,,4.35,4.06,4.87
2199,LIV Residence,Dubai Marina,LIV Residence,0,521.0,1650000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,6,1,72000.0,69120.0,81600.0,STRONGER,Estimated Project Rent,,4.36,4.19,4.95
5319,LIV Residence,Dubai Marina,LIV Residence,1,919.0,2500000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,22,1,124800.0,110400.0,138240.0,STRONGER,Estimated Project Rent,,4.99,4.42,5.53
8327,Aykon City Tower,Business Bay,Aykon City Tower,2,819.0,2314000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3410,85,86400.0,72000.0,100800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.73,3.11,4.36
3119,Marina Arcade Tower,Dubai Marina,Marina Arcade Tower,3,2466.0,4173190.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1178,46,187200.0,158400.0,230400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.49,3.8,5.52
7426,Barari Views,Al Barari,Barari Views,2,1271.0,1461650.0,Wadi Al Safa 3,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,7,1,86400.0,83520.0,110400.0,STRONGER,Estimated Project Rent,,5.91,5.71,7.55
5,Avanti Tower,Business Bay,Avanti Tower,2,1270.0,2314000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,115200.0,114240.0,120000.0,STRONGER,Estimated Project Rent,,4.98,4.94,5.19
7799,Avanti Tower,Business Bay,Avanti Tower,0,350.0,950000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,24,14,54331.0,46080.0,62400.0,STRONG,Estimated Area Rent (Bedroom Match),,5.72,4.85,6.57
2236,Ashton Park Residences,Jumeirah village circle,Ashton Park Residences,2,1145.0,2100000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2898,203,73347.0,62400.0,86400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.49,2.97,4.11
4513,The Cove,Dubai Creek Harbour,The Cove,3,1898.0,5500000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,220800.0,192000.0,241920.0,STRONGER,Estimated Project Rent,,4.01,3.49,4.4
3150,Creek Gate Tower 2,Dubai Creek Harbour,Creek Gate Tower 2,3,2162.0,5200000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,658,31,201600.0,168000.0,254400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.88,3.23,4.89
7461,The Atria,Business Bay,The Atria,0,559.0,1369710.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,63,22,61701.0,48000.0,71040.0,STRONG,Estimated Area Rent (Bedroom Match),,4.5,3.5,5.19
6217,Golf Links,Emaar South,Golf Links,3,4309.0,4100000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,20,3,122880.0,105600.0,127680.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.0,2.58,3.11
5075,Ellington Beach House,Palm Jumeirah,Ellington Beach House,1,1028.0,4300000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,313,13,139200.0,120000.0,158400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.24,2.79,3.68
2178,Binghatti House,Jumeirah village circle,Binghatti House,0,310.0,729999.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,15,1,43200.0,42240.0,49920.0,STRONGER,Estimated Project Rent,,5.92,5.79,6.84
7953,Imperial Avenue,Downtown Dubai,Imperial Avenue,4,3124.0,12800000.0,Burj Khalifa,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,310,27,327360.0,211200.0,480000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.56,1.65,3.75
1821,Binghatti Crescent,Jumeirah village circle,Binghatti Crescent,3,1682.0,2400000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,904,136,100800.0,81600.0,120000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.2,3.4,5.0
6099,The Cove,Dubai Creek Harbour,The Cove,3,1839.0,6000000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,14,1,220800.0,192000.0,241920.0,STRONGER,Estimated Project Rent,,3.68,3.2,4.03
2170,DAMAC Majestine,Business Bay,DAMAC Majestine,3,1420.0,2800000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2693,77,121928.0,105020.0,144000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.35,3.75,5.14
3043,Casa Aura Residence,Dubai South,Casa Aura Residence,0,407.0,1000000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,52,6,38400.0,34560.0,42048.0,STRONG,Estimated Area Rent (Bedroom Match),,3.84,3.46,4.2
7848,Samana Hills,Arjan,Samana Hills,2,1561.0,2095000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1383,43,91200.0,76800.0,110400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.35,3.67,5.27
8057,Binghatti Royale,Jumeirah village circle,Binghatti Royale,3,2102.0,4500000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,5,1,172800.0,163200.0,172800.0,STRONGER,Estimated Project Rent,,3.84,3.63,3.84
5370,Trillionaire Residences,Business Bay,Trillionaire Residences,1,796.0,2500000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3446,85,86400.0,72000.0,101759.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.46,2.88,4.07
717,Bayshore at Creek Beach,Dubai Creek Harbour,Bayshore at Creek Beach,3,1493.0,4500000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2698,31,158400.0,144000.0,177600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.52,3.2,3.95
7170,AG Tower,Business Bay,AG Tower,1,820.0,1750000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,35,1,78720.0,72000.0,86400.0,STRONGER,Estimated Project Rent,,4.5,4.11,4.94
5407,Uniestate Prime Tower,Jumeirah village circle,Uniestate Prime Tower,2,2972.0,2572000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,92,18,134400.0,102720.0,144000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.23,3.99,5.6
7349,Cayan Tower,Dubai Marina,Cayan Tower,3,2912.0,6000000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,6,1,317520.0,273600.0,336000.0,STRONGER,Estimated Project Rent,,5.29,4.56,5.6
4975,Trillionaire Residences,Business Bay,Trillionaire Residences,2,1346.0,4500000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2863,79,120000.0,101290.0,139200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.67,2.25,3.09
7005,Binghatti Dusk,Jumeirah village circle,Binghatti Dusk,0,424.0,981499.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,152,37,43200.0,38400.0,47040.0,STRONG,Estimated Area Rent (Bedroom Match),,4.4,3.91,4.79
564,Marina Star,Dubai Marina,Marina Star,3,2497.0,11000000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1146,47,192000.0,158400.0,232320.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,1.75,1.44,2.11
533,Binghatti Galaxy,Jumeirah village circle,Binghatti Galaxy,2,1353.0,2600000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1755,190,86400.0,73181.0,105600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.32,2.81,4.06
2505,Serenity Lakes 2,Jumeirah village circle,Serenity Lakes 2,2,2270.0,2300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,258,63,120019.0,97920.0,142080.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.22,4.26,6.18
4938,Nobles Tower,Business Bay,Nobles Tower,2,1186.0,3451120.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3173,83,105600.0,86400.0,129600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.06,2.5,3.76
4665,Raffles The Palm Dubai,Palm Jumeirah,Raffles The Palm Dubai,0,972.0,4500000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,309,10,139200.0,117869.0,158400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.09,2.62,3.52
7622,The Pad by Omniyat,Business Bay,The Pad by Omniyat,2,1215.0,2700000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3272,81,110400.0,91200.0,134400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.09,3.38,4.98
4165,Ahad Residences,Business Bay,Ahad Residences,2,1625.0,3270000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,187200.0,153600.0,201600.0,STRONGER,Estimated Project Rent,,5.72,4.7,6.17
5712,Imperial Avenue,Downtown Dubai,Imperial Avenue,4,5198.0,25000000.0,Burj Khalifa,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,145,16,1872000.0,1632000.0,2016000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,7.49,6.53,8.06
5366,Marina Arcade Tower,Dubai Marina,Marina Arcade Tower,3,5324.0,10649000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,76,14,451201.0,288000.0,768960.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.24,2.7,7.22
2381,Mama Residences,Business Bay,Mama Residences,0,447.0,1600000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,61,24,59904.0,52800.0,69120.0,STRONG,Estimated Area Rent (Bedroom Match),,3.74,3.3,4.32
6003,Raffles The Palm Dubai,Palm Jumeirah,Raffles The Palm Dubai,1,2333.0,11300000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,840,20,216720.0,182400.0,268800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,1.92,1.61,2.38
6246,The Palm Tower,Palm Jumeirah,The Palm Tower,2,1055.0,10000000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,38,1,240000.0,220800.0,264000.0,STRONGER,Estimated Project Rent,,2.4,2.21,2.64
