property_id,unit_status,area,project,bedrooms,size_sqft,price_aed,dld_rental_area,R1_comparables,R1_estimate,R1_method,R2_comparables,R2_estimate,R2_method,R3_comparables,R3_estimate,R3_method,R4_comparables,R4_estimate,R4_method,selected_tier,annual_market_rent_estimate,comparable_count,estimation_method,evidence_level,gross_rental_yield,warnings
1746,ready,Jumeirah village circle,binghatti nova,1,635.0,950000.0,Al Barsha South Fourth,0.0,,,55,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3289,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,62400.0,55,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.57,
2185,ready,Al Furjan,azizi amber,2,992.0,1450000.0,Jabal Ali First,0.0,,,13,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4512,63729.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.96,
2859,ready,Jumeirah village circle,oxford terraces 2,,482.0,880000.0,Al Barsha South Fourth,,,,10,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2559,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,63360.0,10,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.2,
3453,ready,Arjan,samana hills,,360.0,600000.0,Al Barshaa South Third,,,,45,45120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,1659,45120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,45120.0,45,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.52,
1848,ready,Al Jadaf Waterfront,binghatti twilight,1,807.0,1340000.0,Al Jadaf,0.0,,,0,,,0.0,,,2013,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,2013,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.01,
7299,ready,Jumeirah village circle,the residence by prestige one,1,790.0,1099000.0,Al Barsha South Fourth,0.0,,,5,69120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,5087,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,69120.0,5,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.29,
2435,ready,Dubai Islands,royal yacht club residence,1,720.0,2300000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
4695,ready,Jumeirah village circle,oxford terraces 2,1,796.0,1250000.0,Al Barsha South Fourth,0.0,,,13,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,5102,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.91,
2785,ready,Arjan,vincitore volare,2,1430.0,1700000.0,Al Barshaa South Third,0.0,,,0,,,0.0,,,1642,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,1642,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.08,
802,ready,Al Furjan,azizi amber,3,1261.0,2057000.0,Jabal Ali First,0.0,,,16,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4104,70693.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,16,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.2,
6436,ready,La Mer,jumeirah asora bay,4,6328.0,65000000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
7246,ready,Jebel Ali,azizi lina,3,1758.0,2208000.0,Jabal Ali First,0.0,,,0,,,0.0,,,1149,78720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,78720.0,1149,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.57,
2166,ready,Dubai Creek Harbour,the cove,1,745.0,2300000.0,Al Khairan First,0.0,,,18,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4452,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,105600.0,18,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.59,
4286,ready,Jumeirah village circle,binghatti galaxy,,670.0,924374.0,Al Barsha South Fourth,,,,9,50880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,3832,60480.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,50880.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.5,
7412,ready,Jumeirah village circle,serenity lakes 5,2,993.0,1300000.0,Al Barsha South Fourth,0.0,,,4,,,0.0,,,4315,69120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,69120.0,4315,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.32,
5104,ready,Jumeirah village circle,binghatti tulip,2,1221.0,1670000.0,Al Barsha South Fourth,0.0,,,8,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2327,79680.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,105600.0,8,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.32,
5793,ready,Business Bay,ag tower,2,1465.0,2238000.0,Business Bay,0.0,,,27,96000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2623,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,96000.0,27,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.29,
1298,ready,Dubai Creek Harbour,creek rise tower 1,4,2987.0,9800000.0,Al Khairan First,0.0,,,0,,,0.0,,,109,278400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,278400.0,109,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.84,
5983,ready,Palm Jumeirah,raffles the palm dubai,3,3337.0,25750000.0,Palm Jumeirah,0.0,,,0,,,0.0,,,142,312000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,312000.0,142,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,1.21,
4432,ready,Jumeirah village circle,binghatti rose,2,939.0,1175000.0,Al Barsha South Fourth,0.0,,,20,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4707,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,81600.0,20,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.94,
4762,ready,Jumeirah village circle,ashton park residences,1,933.0,1300000.0,Al Barsha South Fourth,0.0,,,5,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4717,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,5,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.54,
2266,ready,Jumeirah Lake Towers,me do re,,620.0,1300000.0,Al Thanyah Fifth,,,,9,73652.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,1049,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,73652.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.67,
3600,ready,Dubai Creek Harbour,bayshore at creek beach,2,985.0,2500000.0,Al Khairan First,0.0,,,0,,,0.0,,,4384,117600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,117600.0,4384,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.7,
4140,ready,Jumeirah village circle,binghatti gardenia,,324.0,670000.0,Al Barsha South Fourth,,,,13,45120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,753,42240.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,45120.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.73,
1175,ready,Jumeirah Lake Towers,me do re,1,1095.0,2200000.0,Al Thanyah Fifth,0.0,,,23,120000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2048,91200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,120000.0,23,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.45,
556,ready,The Greens,mosela waterside residences,2,1439.0,2620000.0,Al Barshaa South Third,0.0,,,0,,,0.0,,,1616,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,1616,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.3,
5593,ready,Jumeirah Lake Towers,me do re,2,1387.0,3500000.0,Al Thanyah Fifth,0.0,,,23,163200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1304,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,163200.0,23,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.66,
5513,ready,Dubai Sports City,canal residence west,2,1380.0,1400000.0,Al Hebiah Fourth,0.0,,,0,,,0.0,,,920,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,76800.0,920,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.49,
2816,ready,Jumeirah village circle,gardenia residency,,328.0,750000.0,Al Barsha South Fourth,,,,0,,,,,,900,42240.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,42240.0,900,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.63,
152,ready,Dubai Marina,marina star,,505.0,1943600.0,Marsa Dubai,,,,11,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,613,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,76800.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,3.95,
1641,ready,Jumeirah village circle,ashton park residences,,402.0,800000.0,Al Barsha South Fourth,,,,13,45120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2119,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,45120.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.64,
408,ready,Jumeirah village circle,binghatti crescent,1,728.0,1200000.0,Al Barsha South Fourth,0.0,,,31,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4600,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,31,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.0,
6627,ready,Palm Jumeirah,royal bay,2,1494.0,3550000.0,Palm Jumeirah,0.0,,,9,154289.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1136,168000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,154289.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,4.35,
2199,ready,Dubai Marina,liv residence,,521.0,1650000.0,Marsa Dubai,,,,6,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,675,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,6,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,4.36,
5319,ready,Dubai Marina,liv residence,1,919.0,2500000.0,Marsa Dubai,0.0,,,22,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3806,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,124800.0,22,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.99,
8327,ready,Business Bay,aykon city tower,2,819.0,2314000.0,Business Bay,0.0,,,0,,,0.0,,,3410,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,3410,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.73,
3119,ready,Dubai Marina,marina arcade tower,3,2466.0,4173190.0,Marsa Dubai,0.0,,,0,,,0.0,,,1178,187200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,187200.0,1178,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.49,
7426,ready,Al Barari,barari views,2,1271.0,1461650.0,Wadi Al Safa 3,0.0,,,7,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,676,73920.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,7,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.91,
5,ready,Business Bay,avanti tower,2,1270.0,2314000.0,Business Bay,0.0,,,13,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3059,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,115200.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.98,
7799,ready,Business Bay,avanti tower,,350.0,950000.0,Business Bay,,,,1,,,,,,741,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,57600.0,741,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.06,
2236,ready,Jumeirah village circle,ashton park residences,2,1145.0,2100000.0,Al Barsha South Fourth,0.0,,,4,,,0.0,,,2898,73347.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,73347.0,2898,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.49,
4513,ready,Dubai Creek Harbour,the cove,3,1898.0,5500000.0,Al Khairan First,0.0,,,13,220800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1622,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,220800.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.01,
3150,ready,Dubai Creek Harbour,creek gate tower 2,3,2162.0,5200000.0,Al Khairan First,0.0,,,0,,,0.0,,,658,201600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,201600.0,658,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.88,
7461,ready,Business Bay,the atria,,559.0,1369710.0,Business Bay,,,,0,,,,,,3115,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,3115,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.91,
6217,ready,Emaar South,golf links,3,4309.0,4100000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
5075,ready,Palm Jumeirah,ellington beach house,1,1028.0,4300000.0,Palm Jumeirah,0.0,,,2,,,0.0,,,313,139200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,139200.0,313,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.24,
2178,ready,Jumeirah village circle,binghatti house,,310.0,729999.0,Al Barsha South Fourth,,,,15,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,290,40320.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,43200.0,15,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.92,
7953,ready,Downtown Dubai,imperial avenue,4,3124.0,12800000.0,Burj Khalifa,0.0,,,0,,,0.0,,,310,327360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,327360.0,310,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.56,
1821,ready,Jumeirah village circle,binghatti crescent,3,1682.0,2400000.0,Al Barsha South Fourth,0.0,,,2,,,0.0,,,904,100800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,100800.0,904,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.2,
6099,ready,Dubai Creek Harbour,the cove,3,1839.0,6000000.0,Al Khairan First,0.0,,,14,220800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1675,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,220800.0,14,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,3.68,
2170,ready,Business Bay,damac majestine,3,1420.0,2800000.0,Business Bay,0.0,,,0,,,0.0,,,2693,121928.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,121928.0,2693,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.35,
3043,ready,Dubai South,casa aura residence,,407.0,1000000.0,Madinat Al Mataar,,,,0,,,,,,1334,38640.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,38640.0,1334,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.86,
7848,ready,Arjan,samana hills,2,1561.0,2095000.0,Al Barshaa South Third,0.0,,,1,,,0.0,,,1383,91200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,91200.0,1383,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.35,
8057,ready,Jumeirah village circle,binghatti royale,3,2102.0,4500000.0,Al Barsha South Fourth,0.0,,,5,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,329,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,172800.0,5,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,3.84,
5370,ready,Business Bay,trillionaire residences,1,796.0,2500000.0,Business Bay,0.0,,,0,,,0.0,,,3446,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,3446,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.46,
717,ready,Dubai Creek Harbour,bayshore at creek beach,3,1493.0,4500000.0,Al Khairan First,0.0,,,0,,,0.0,,,2698,158400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,158400.0,2698,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.52,
7170,ready,Business Bay,ag tower,1,820.0,1750000.0,Business Bay,0.0,,,35,78720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3407,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,78720.0,35,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.5,
5407,ready,Jumeirah village circle,uniestate prime tower,2,2972.0,2572000.0,Al Barsha South Fourth,0.0,,,1,,,0.0,,,92,134400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,134400.0,92,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.23,
7349,ready,Dubai Marina,cayan tower,3,2912.0,6000000.0,Marsa Dubai,0.0,,,6,317520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,544,214232.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,317520.0,6,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.29,
4975,ready,Business Bay,trillionaire residences,2,1346.0,4500000.0,Business Bay,0.0,,,0,,,0.0,,,2863,120000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,120000.0,2863,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.67,
7005,ready,Jumeirah village circle,binghatti dusk,,424.0,981499.0,Al Barsha South Fourth,,,,0,,,,,,2365,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2365,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.4,
564,ready,Dubai Marina,marina star,3,2497.0,11000000.0,Marsa Dubai,0.0,,,0,,,0.0,,,1146,192000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,192000.0,1146,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,1.75,
533,ready,Jumeirah village circle,binghatti galaxy,2,1353.0,2600000.0,Al Barsha South Fourth,0.0,,,2,,,0.0,,,1755,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,1755,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.32,
2505,ready,Jumeirah village circle,serenity lakes 2,2,2270.0,2300000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,258,120019.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,120019.0,258,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.22,
4938,ready,Business Bay,nobles tower,2,1186.0,3451120.0,Business Bay,0.0,,,0,,,0.0,,,3173,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,105600.0,3173,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.06,
4665,ready,Palm Jumeirah,raffles the palm dubai,,972.0,4500000.0,Palm Jumeirah,,,,0,,,,,,309,139200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,139200.0,309,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.09,
7622,ready,Business Bay,the pad by omniyat,2,1215.0,2700000.0,Business Bay,0.0,,,0,,,0.0,,,3272,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,110400.0,3272,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.09,
4165,ready,Business Bay,ahad residences,2,1625.0,3270000.0,Business Bay,0.0,,,11,187200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2684,129599.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,187200.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.72,
5712,ready,Downtown Dubai,imperial avenue,4,5198.0,25000000.0,Burj Khalifa,0.0,,,1,,,0.0,,,145,1872000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,1872000.0,145,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.49,
5366,ready,Dubai Marina,marina arcade tower,3,5324.0,10649000.0,Marsa Dubai,0.0,,,0,,,0.0,,,76,451201.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,451201.0,76,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.24,
2381,ready,Business Bay,mama residences,,447.0,1600000.0,Business Bay,,,,0,,,,,,2447,61440.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,61440.0,2447,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.84,
6003,ready,Palm Jumeirah,raffles the palm dubai,1,2333.0,11300000.0,Palm Jumeirah,0.0,,,0,,,0.0,,,840,216720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,216720.0,840,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,1.92,
6246,ready,Palm Jumeirah,the palm tower,2,1055.0,10000000.0,Palm Jumeirah,0.0,,,38,240000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,460,139200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,240000.0,38,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.4,
